delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_min,estimated_delivery_time_min,actual_delivery_time_min
DEL_000376,ORD_000410,DRV_0103,12.18,22.1,65.3,74.6
DEL_000377,ORD_000411,DRV_0299,5.1,16.5,42.0,50.5
DEL_000378,ORD_000412,DRV_0258,4.19,27.6,53.0,48.8
DEL_000379,ORD_000413,DRV_0278,3.07,20.1,41.7,41.0
DEL_000380,ORD_000414,DRV_0014,4.9,15.0,28.8,32.9
DEL_000381,ORD_000415,DRV_0172,4.15,25.3,37.9,42.2
DEL_000382,ORD_000416,DRV_0085,5.77,15.1,37.0,42.3
DEL_000383,ORD_000417,DRV_0040,20.0,17.9,96.9,104.4
DEL_000384,ORD_000418,DRV_0261,4.18,21.7,41.0,40.0
DEL_000385,ORD_000420,DRV_0235,11.16,15.5,61.1,60.5
DEL_000386,ORD_000421,DRV_0081,6.03,27.9,67.2,62.4
DEL_000387,ORD_000422,DRV_0207,1.61,15.5,21.8,25.8
DEL_000388,ORD_000423,DRV_0024,12.21,9.1,55.8,54.4
DEL_000389,ORD_000424,DRV_0105,6.67,32.7,52.5,55.3
DEL_000390,ORD_000425,DRV_0050,2.33,19.3,33.0,33.4
DEL_000391,ORD_000426,DRV_0110,9.0,18.5,55.3,57.4
DEL_000392,ORD_000427,DRV_0068,4.6,25.1,44.5,46.9
DEL_000393,ORD_000428,DRV_0187,2.72,16.8,29.2,30.0
DEL_000394,ORD_000429,DRV_0202,12.4,20.1,72.4,65.2
DEL_000395,ORD_000430,DRV_0237,5.45,13.1,39.6,42.1
DEL_000396,ORD_000431,DRV_0071,9.77,36.8,70.9,75.4
DEL_000397,ORD_000432,DRV_0144,2.62,17.9,36.0,30.4
DEL_000398,ORD_000433,DRV_0194,7.63,18.9,65.9,74.0
DEL_000399,ORD_000434,DRV_0139,2.87,20.6,23.9,22.6
DEL_000400,ORD_000435,DRV_0116,3.95,29.0,44.4,43.4
DEL_000401,ORD_000436,DRV_0226,9.88,19.9,61.6,55.0
DEL_000402,ORD_000437,DRV_0044,8.9,20.3,47.5,52.5
DEL_000403,ORD_000438,DRV_0064,4.5,22.6,42.1,43.2
DEL_000404,ORD_000439,DRV_0169,6.99,29.4,58.0,62.2
DEL_000405,ORD_000440,DRV_0262,3.03,15.1,26.8,26.2
DEL_000406,ORD_000441,DRV_0085,1.89,20.4,24.0,23.4
DEL_000407,ORD_000442,DRV_0138,2.03,24.4,41.0,37.9
DEL_000408,ORD_000443,DRV_0118,3.61,13.6,27.7,27.4
DEL_000409,ORD_000444,DRV_0111,3.01,31.1,45.5,45.5
DEL_000410,ORD_000445,DRV_0187,4.69,30.2,65.9,56.1
DEL_000411,ORD_000446,DRV_0294,6.42,32.8,68.2,62.4
DEL_000412,ORD_000447,DRV_0070,5.81,37.5,60.9,59.9
DEL_000413,ORD_000448,DRV_0179,9.15,17.6,54.8,63.8
DEL_000414,ORD_000451,DRV_0089,6.58,20.0,49.2,41.9
DEL_000415,ORD_000452,DRV_0059,6.64,14.6,40.0,39.9
DEL_000416,ORD_000453,DRV_0108,4.87,9.3,38.8,34.6
DEL_000417,ORD_000455,DRV_0261,2.22,12.2,30.5,26.2
DEL_000418,ORD_000456,DRV_0182,5.64,21.6,87.4,74.0
DEL_000419,ORD_000457,DRV_0070,2.87,27.1,47.5,44.2
DEL_000420,ORD_000458,DRV_0181,1.94,22.2,29.8,38.6
DEL_000421,ORD_000459,DRV_0120,7.26,19.7,48.7,51.4
DEL_000422,ORD_000461,DRV_0174,6.13,19.5,33.3,35.3
DEL_000423,ORD_000462,DRV_0074,3.32,23.2,51.6,44.3
DEL_000424,ORD_000463,DRV_0007,3.0,33.5,46.3,44.4
DEL_000425,ORD_000464,DRV_0066,3.83,27.4,37.7,43.0
DEL_000426,ORD_000465,DRV_0026,5.76,24.4,44.8,46.2
DEL_000427,ORD_000466,DRV_0203,3.41,24.1,44.8,37.7
DEL_000428,ORD_000467,DRV_0235,5.07,19.3,40.2,42.6
DEL_000429,ORD_000468,DRV_0215,3.08,18.9,39.6,40.1
DEL_000430,ORD_000469,DRV_0261,5.32,21.6,43.7,47.6
DEL_000431,ORD_000470,DRV_0132,2.03,18.6,38.0,34.2
DEL_000432,ORD_000471,DRV_0099,14.45,21.3,89.5,83.8
DEL_000433,ORD_000472,DRV_0098,12.85,32.1,90.3,84.1
DEL_000434,ORD_000473,DRV_0095,5.41,22.9,37.0,46.0
DEL_000435,ORD_000474,DRV_0080,2.25,18.9,27.9,29.1
DEL_000436,ORD_000475,DRV_0159,6.87,17.1,51.8,52.7
DEL_000437,ORD_000476,DRV_0071,4.82,21.3,43.1,42.4
DEL_000438,ORD_000477,DRV_0197,3.01,23.1,36.7,40.6
DEL_000439,ORD_000478,DRV_0256,3.66,28.8,39.1,39.6
DEL_000440,ORD_000479,DRV_0215,2.77,22.6,25.1,26.1
DEL_000441,ORD_000480,DRV_0274,3.16,24.5,43.7,47.0
DEL_000442,ORD_000481,DRV_0049,1.46,22.4,21.3,33.1
DEL_000443,ORD_000482,DRV_0140,5.38,25.8,60.8,60.9
DEL_000444,ORD_000483,DRV_0152,5.58,14.3,35.3,38.5
DEL_000445,ORD_000484,DRV_0107,1.26,19.6,27.3,27.5
DEL_000446,ORD_000485,DRV_0141,4.88,27.1,51.0,48.3
DEL_000447,ORD_000486,DRV_0247,5.3,16.0,34.0,42.7
DEL_000448,ORD_000487,DRV_0092,4.51,12.8,29.8,29.3
DEL_000449,ORD_000488,DRV_0071,4.72,37.2,56.8,59.7
DEL_000450,ORD_000489,DRV_0077,2.57,17.9,26.3,27.5
DEL_000451,ORD_000490,DRV_0026,16.81,36.6,114.2,118.8
DEL_000452,ORD_000491,DRV_0096,1.6,16.7,22.9,21.0
DEL_000453,ORD_000492,DRV_0037,12.67,16.9,73.4,72.2
DEL_000454,ORD_000493,DRV_0067,5.12,14.9,40.4,34.2
DEL_000455,ORD_000494,DRV_0205,6.64,22.2,61.3,59.4
DEL_000456,ORD_000495,DRV_0182,4.72,18.0,25.5,34.6
DEL_000457,ORD_000496,DRV_0117,2.81,23.6,38.6,35.4
DEL_000458,ORD_000497,DRV_0259,2.81,25.7,27.8,30.9
DEL_000459,ORD_000498,DRV_0269,7.74,10.5,73.8,79.8
DEL_000460,ORD_000499,DRV_0185,11.4,22.0,59.2,60.0
DEL_000461,ORD_000501,DRV_0091,4.25,20.2,52.9,48.5
DEL_000462,ORD_000502,DRV_0270,2.32,27.2,41.2,40.7
DEL_000463,ORD_000503,DRV_0164,9.74,27.3,120.0,105.5
DEL_000464,ORD_000504,DRV_0128,4.01,19.5,28.9,30.5
DEL_000465,ORD_000505,DRV_0249,2.4,24.9,36.1,40.3
DEL_000466,ORD_000506,DRV_0175,1.21,20.2,31.6,31.1
DEL_000467,ORD_000507,DRV_0293,4.99,27.8,56.9,58.8
DEL_000468,ORD_000508,DRV_0091,6.1,24.7,52.8,51.8
DEL_000469,ORD_000509,DRV_0038,7.41,15.3,63.9,56.1
DEL_000470,ORD_000510,DRV_0161,12.09,20.6,81.6,88.9
DEL_000471,ORD_000511,DRV_0268,12.75,30.7,76.7,84.5
DEL_000472,ORD_000512,DRV_0094,11.67,26.4,59.4,52.6
DEL_000473,ORD_000513,DRV_0137,1.33,15.4,21.4,19.2
DEL_000474,ORD_000514,DRV_0055,9.34,19.7,63.1,71.1
DEL_000475,ORD_000515,DRV_0297,2.2,20.8,27.7,32.9
DEL_000476,ORD_000516,DRV_0142,10.28,18.9,63.3,69.1
DEL_000477,ORD_000517,DRV_0011,4.44,8.1,24.9,30.2
DEL_000478,ORD_000518,DRV_0179,9.2,23.6,53.2,61.6
DEL_000479,ORD_000519,DRV_0266,3.19,17.4,30.0,29.0
DEL_000480,ORD_000520,DRV_0238,6.21,16.9,47.8,48.5
DEL_000481,ORD_000521,DRV_0131,11.26,24.5,71.2,75.7
DEL_000482,ORD_000522,DRV_0276,3.27,26.7,41.0,38.4
DEL_000483,ORD_000523,DRV_0162,1.36,12.0,20.1,21.7
DEL_000484,ORD_000524,DRV_0195,5.25,27.8,69.1,63.3
DEL_000485,ORD_000525,DRV_0118,6.71,26.0,42.6,57.6
DEL_000486,ORD_000526,DRV_0248,9.35,22.4,49.2,58.1
DEL_000487,ORD_000527,DRV_0043,8.25,37.6,80.5,67.6
DEL_000488,ORD_000528,DRV_0018,1.34,23.4,29.0,31.3
DEL_000489,ORD_000529,DRV_0002,3.53,5.0,16.1,20.9
DEL_000490,ORD_000530,DRV_0201,1.88,22.1,42.9,35.2
DEL_000491,ORD_000531,DRV_0125,9.73,39.3,90.5,80.0
DEL_000492,ORD_000532,DRV_0149,8.52,18.5,66.4,60.6
DEL_000493,ORD_000533,DRV_0171,6.61,24.9,71.6,61.7
DEL_000494,ORD_000534,DRV_0085,8.34,23.6,43.8,56.7
DEL_000495,ORD_000537,DRV_0103,3.23,13.6,26.8,26.0
DEL_000496,ORD_000538,DRV_0115,6.63,25.5,55.5,52.7
DEL_000497,ORD_000539,DRV_0041,6.36,25.4,48.3,50.5
DEL_000498,ORD_000540,DRV_0201,5.27,15.9,34.2,38.1
DEL_000499,ORD_000541,DRV_0082,2.7,17.6,46.5,41.3
DEL_000500,ORD_000542,DRV_0298,4.38,26.4,56.9,54.3
DEL_000501,ORD_000543,DRV_0076,4.78,30.3,73.8,63.7
DEL_000502,ORD_000544,DRV_0294,15.73,27.2,92.9,85.2
DEL_000503,ORD_000545,DRV_0067,2.33,22.1,44.4,36.8
DEL_000504,ORD_000546,DRV_0171,7.58,17.9,51.6,53.1
DEL_000505,ORD_000547,DRV_0225,4.16,42.1,67.6,70.9
DEL_000506,ORD_000548,DRV_0124,2.2,32.0,33.4,33.9
DEL_000507,ORD_000549,DRV_0055,7.19,18.8,60.3,53.6
DEL_000508,ORD_000550,DRV_0181,4.12,27.7,47.3,50.0
DEL_000509,ORD_000551,DRV_0104,4.8,23.2,54.2,51.0
DEL_000510,ORD_000552,DRV_0034,11.13,25.8,83.6,70.0
DEL_000511,ORD_000553,DRV_0124,1.68,26.9,33.9,30.1
DEL_000512,ORD_000554,DRV_0161,6.49,42.5,77.7,79.9
DEL_000513,ORD_000555,DRV_0286,2.95,18.7,20.9,23.3
DEL_000514,ORD_000556,DRV_0197,8.48,20.8,64.2,62.4
DEL_000515,ORD_000557,DRV_0175,17.11,22.5,86.3,91.7
DEL_000516,ORD_000558,DRV_0189,3.75,17.5,25.9,33.8
DEL_000517,ORD_000561,DRV_0060,4.98,18.7,45.1,46.1
DEL_000518,ORD_000562,DRV_0288,3.14,23.3,34.7,36.9
DEL_000519,ORD_000563,DRV_0205,5.24,21.9,46.3,50.9
DEL_000520,ORD_000564,DRV_0201,9.62,22.3,59.0,59.6
DEL_000521,ORD_000565,DRV_0250,19.5,13.7,119.2,134.8
DEL_000522,ORD_000566,DRV_0146,12.08,20.1,59.9,60.4
DEL_000523,ORD_000567,DRV_0056,2.26,22.7,32.4,30.6
DEL_000524,ORD_000568,DRV_0222,4.09,20.3,38.4,40.1
DEL_000525,ORD_000569,DRV_0125,4.4,19.1,31.8,32.3
DEL_000526,ORD_000571,DRV_0039,7.86,19.8,60.7,59.7
DEL_000527,ORD_000572,DRV_0052,1.86,25.5,40.6,40.6
DEL_000528,ORD_000573,DRV_0131,7.82,12.3,80.9,87.6
DEL_000529,ORD_000574,DRV_0114,4.57,31.2,62.5,61.1
DEL_000530,ORD_000575,DRV_0084,7.83,20.1,45.4,45.6
DEL_000531,ORD_000576,DRV_0179,16.73,28.1,83.5,83.3
DEL_000532,ORD_000577,DRV_0191,3.34,16.1,30.7,32.0
DEL_000533,ORD_000578,DRV_0073,6.78,23.7,54.9,53.3
DEL_000534,ORD_000579,DRV_0208,2.45,11.1,21.0,21.7
DEL_000535,ORD_000580,DRV_0006,3.94,16.3,47.2,43.0
DEL_000536,ORD_000581,DRV_0053,13.61,26.4,95.7,89.0
DEL_000537,ORD_000582,DRV_0064,1.66,22.8,29.8,29.4
DEL_000538,ORD_000583,DRV_0221,7.89,26.9,47.2,54.2
DEL_000539,ORD_000584,DRV_0112,6.35,23.9,46.8,48.9
DEL_000540,ORD_000585,DRV_0105,5.56,13.3,38.3,41.9
DEL_000541,ORD_000586,DRV_0167,4.14,28.1,50.2,43.8
DEL_000542,ORD_000587,DRV_0251,3.4,21.6,28.9,33.1
DEL_000543,ORD_000588,DRV_0223,5.59,19.4,63.1,57.4
DEL_000544,ORD_000589,DRV_0112,3.62,21.5,37.8,38.6
DEL_000545,ORD_000590,DRV_0268,7.16,24.8,49.8,43.7
DEL_000546,ORD_000591,DRV_0271,3.82,19.2,28.4,24.4
DEL_000547,ORD_000592,DRV_0267,11.77,24.0,105.9,92.3
DEL_000548,ORD_000593,DRV_0090,5.73,17.1,47.0,49.8
DEL_000549,ORD_000595,DRV_0099,4.47,19.4,43.3,41.8
DEL_000550,ORD_000596,DRV_0167,9.07,31.3,74.7,76.7
DEL_000551,ORD_000597,DRV_0155,3.81,30.0,46.3,50.7
DEL_000552,ORD_000598,DRV_0113,4.58,10.9,26.8,30.8
DEL_000553,ORD_000599,DRV_0277,3.98,21.2,61.2,53.1
DEL_000554,ORD_000600,DRV_0185,3.12,19.1,23.3,28.1
DEL_000555,ORD_000601,DRV_0224,7.04,16.3,45.0,46.4
DEL_000556,ORD_000602,DRV_0125,7.12,10.3,39.3,44.1
DEL_000557,ORD_000603,DRV_0237,11.23,22.3,58.2,59.0
DEL_000558,ORD_000604,DRV_0012,8.82,18.4,41.2,45.9
DEL_000559,ORD_000605,DRV_0276,7.55,22.0,47.5,54.6
DEL_000560,ORD_000606,DRV_0068,5.0,17.8,48.5,41.5
DEL_000561,ORD_000607,DRV_0295,1.35,15.6,27.5,27.5
DEL_000562,ORD_000608,DRV_0141,7.11,17.4,43.2,46.5
DEL_000563,ORD_000609,DRV_0294,5.3,21.8,46.5,47.9
DEL_000564,ORD_000610,DRV_0176,8.12,17.5,56.3,51.1
DEL_000565,ORD_000612,DRV_0115,3.97,8.7,23.8,21.3
DEL_000566,ORD_000613,DRV_0025,10.28,26.3,72.0,71.3
DEL_000567,ORD_000614,DRV_0198,1.3,30.0,34.4,48.8
DEL_000568,ORD_000616,DRV_0129,6.92,18.2,48.1,42.9
DEL_000569,ORD_000617,DRV_0036,5.66,13.6,32.6,31.3
DEL_000570,ORD_000618,DRV_0221,4.91,30.0,52.3,50.5
DEL_000571,ORD_000619,DRV_0201,5.16,30.4,48.9,42.9
DEL_000572,ORD_000620,DRV_0015,3.48,28.3,43.5,46.5
DEL_000573,ORD_000621,DRV_0134,4.98,26.2,46.7,50.0
DEL_000574,ORD_000622,DRV_0232,3.3,30.0,51.7,48.3
DEL_000575,ORD_000623,DRV_0144,3.46,20.8,30.8,31.2
DEL_000576,ORD_000624,DRV_0270,4.26,26.7,46.1,46.5
DEL_000577,ORD_000625,DRV_0078,2.74,29.4,42.5,43.9
DEL_000578,ORD_000626,DRV_0207,10.74,16.7,44.9,58.1
DEL_000579,ORD_000627,DRV_0087,4.48,22.8,38.5,39.1
DEL_000580,ORD_000628,DRV_0078,7.01,17.8,50.6,46.7
DEL_000581,ORD_000629,DRV_0267,3.38,23.4,23.4,31.8
DEL_000582,ORD_000630,DRV_0138,3.38,35.0,53.9,54.4
DEL_000583,ORD_000631,DRV_0146,5.22,19.9,54.2,49.6
DEL_000584,ORD_000632,DRV_0284,11.75,28.5,73.7,81.9
DEL_000585,ORD_000634,DRV_0061,5.62,17.9,62.6,62.3
DEL_000586,ORD_000635,DRV_0180,5.39,28.3,46.8,52.2
DEL_000587,ORD_000636,DRV_0073,5.63,19.4,45.7,43.4
DEL_000588,ORD_000637,DRV_0093,17.23,12.7,77.6,76.2
DEL_000589,ORD_000638,DRV_0052,3.22,11.4,29.2,28.5
DEL_000590,ORD_000639,DRV_0139,4.9,19.2,49.8,49.3
DEL_000591,ORD_000640,DRV_0041,2.85,12.8,28.7,27.7
DEL_000592,ORD_000641,DRV_0067,7.98,19.6,57.2,55.8
DEL_000593,ORD_000642,DRV_0180,8.21,25.8,58.8,61.3
DEL_000594,ORD_000643,DRV_0028,4.03,28.6,40.9,46.2
DEL_000595,ORD_000644,DRV_0053,6.87,14.8,43.4,44.7
DEL_000596,ORD_000645,DRV_0216,4.57,29.5,57.1,49.8
DEL_000597,ORD_000646,DRV_0290,2.01,29.0,39.5,40.0
DEL_000598,ORD_000647,DRV_0064,13.79,40.7,92.2,90.2
DEL_000599,ORD_000648,DRV_0019,2.11,23.1,26.1,30.4
DEL_000600,ORD_000649,DRV_0283,10.53,20.3,72.9,64.0
DEL_000601,ORD_000650,DRV_0174,4.41,28.6,46.4,42.6
DEL_000602,ORD_000652,DRV_0041,6.25,11.1,46.4,42.1
DEL_000603,ORD_000653,DRV_0254,11.24,13.1,88.1,77.5
DEL_000604,ORD_000654,DRV_0272,3.73,15.8,35.1,43.8
DEL_000605,ORD_000655,DRV_0138,2.72,18.6,32.8,30.8
DEL_000606,ORD_000656,DRV_0045,15.92,11.2,63.2,71.9
DEL_000607,ORD_000657,DRV_0258,4.41,22.4,32.4,36.4
DEL_000608,ORD_000658,DRV_0170,0.54,19.1,22.1,21.4
DEL_000609,ORD_000659,DRV_0276,8.1,31.3,72.1,71.5
DEL_000610,ORD_000660,DRV_0187,10.66,17.3,56.2,62.0
DEL_000611,ORD_000662,DRV_0161,5.76,24.4,36.8,35.3
DEL_000612,ORD_000663,DRV_0052,3.23,24.1,40.3,40.9
DEL_000613,ORD_000664,DRV_0227,13.82,24.3,79.7,81.4
DEL_000614,ORD_000665,DRV_0248,3.85,31.3,50.1,48.4
DEL_000615,ORD_000666,DRV_0162,9.35,17.7,47.0,50.5
DEL_000616,ORD_000667,DRV_0211,4.9,22.7,61.1,60.0
DEL_000617,ORD_000668,DRV_0210,3.81,25.7,30.9,33.0
DEL_000618,ORD_000669,DRV_0253,5.74,25.8,41.0,48.2
DEL_000619,ORD_000670,DRV_0269,4.25,28.5,40.1,46.2
DEL_000620,ORD_000671,DRV_0109,4.07,13.0,31.3,32.5
DEL_000621,ORD_000672,DRV_0089,7.29,17.2,63.3,60.7
DEL_000622,ORD_000673,DRV_0093,2.32,16.9,29.9,27.4
DEL_000623,ORD_000676,DRV_0167,1.08,28.8,27.5,31.6
DEL_000624,ORD_000677,DRV_0099,1.81,19.9,32.4,32.0
DEL_000625,ORD_000678,DRV_0269,10.78,25.1,87.1,86.0
DEL_000626,ORD_000679,DRV_0101,2.27,20.8,29.5,29.1
DEL_000627,ORD_000680,DRV_0212,8.53,15.4,76.8,71.1
DEL_000628,ORD_000681,DRV_0017,2.48,16.0,30.1,29.9
DEL_000629,ORD_000682,DRV_0053,13.88,21.7,80.8,75.4
DEL_000630,ORD_000684,DRV_0006,2.62,8.7,22.3,20.5
DEL_000631,ORD_000685,DRV_0278,4.13,22.3,39.6,40.4
DEL_000632,ORD_000686,DRV_0218,0.81,27.1,29.6,27.3
DEL_000633,ORD_000687,DRV_0012,5.83,30.5,54.8,53.8
DEL_000634,ORD_000688,DRV_0171,0.81,33.2,39.9,38.6
DEL_000635,ORD_000689,DRV_0129,1.9,24.1,35.8,35.2
DEL_000636,ORD_000690,DRV_0206,1.79,30.7,27.5,34.8
DEL_000637,ORD_000691,DRV_0174,1.67,24.9,35.1,31.6
DEL_000638,ORD_000692,DRV_0094,8.05,11.8,41.8,42.3
DEL_000639,ORD_000693,DRV_0066,8.68,17.6,47.5,41.6
DEL_000640,ORD_000694,DRV_0085,8.26,21.0,73.3,70.6
DEL_000641,ORD_000695,DRV_0162,2.12,12.1,19.0,17.9
DEL_000642,ORD_000697,DRV_0126,6.99,15.0,42.5,47.4
DEL_000643,ORD_000698,DRV_0117,4.76,29.1,41.6,47.5
DEL_000644,ORD_000699,DRV_0281,8.45,27.9,56.4,64.2
DEL_000645,ORD_000700,DRV_0126,10.34,29.0,82.2,81.6
DEL_000646,ORD_000701,DRV_0176,5.92,23.4,56.1,50.9
DEL_000647,ORD_000702,DRV_0143,9.88,18.9,108.8,90.4
DEL_000648,ORD_000703,DRV_0228,6.82,19.5,40.6,40.3
DEL_000649,ORD_000705,DRV_0042,2.63,23.5,36.9,35.4
DEL_000650,ORD_000706,DRV_0246,1.45,35.6,44.8,45.3
DEL_000651,ORD_000707,DRV_0107,3.33,17.6,34.4,33.4
DEL_000652,ORD_000708,DRV_0062,8.72,36.5,87.4,86.2
DEL_000653,ORD_000709,DRV_0162,3.88,25.3,37.5,33.5
DEL_000654,ORD_000710,DRV_0020,2.67,29.8,36.0,36.1
DEL_000655,ORD_000711,DRV_0171,7.69,21.6,63.3,62.1
DEL_000656,ORD_000712,DRV_0259,5.89,17.5,48.3,46.2
DEL_000657,ORD_000713,DRV_0054,3.23,22.1,32.4,34.4
DEL_000658,ORD_000715,DRV_0236,7.0,15.8,48.1,47.1
DEL_000659,ORD_000716,DRV_0186,3.51,22.6,33.4,31.3
DEL_000660,ORD_000717,DRV_0276,20.0,21.7,91.2,126.9
DEL_000661,ORD_000718,DRV_0299,1.32,19.1,22.2,21.5
DEL_000662,ORD_000719,DRV_0218,2.22,17.0,25.6,25.5
DEL_000663,ORD_000720,DRV_0283,9.82,14.3,53.1,69.2
DEL_000664,ORD_000721,DRV_0185,10.35,27.2,59.8,69.0
DEL_000665,ORD_000722,DRV_0244,4.3,24.4,51.9,57.1
DEL_000666,ORD_000723,DRV_0107,4.69,24.5,40.0,43.5
DEL_000667,ORD_000724,DRV_0229,5.6,19.0,50.5,51.2
DEL_000668,ORD_000725,DRV_0137,3.8,25.0,40.8,40.0
DEL_000669,ORD_000726,DRV_0190,5.19,19.2,44.1,46.1
DEL_000670,ORD_000727,DRV_0166,2.2,19.7,24.2,27.4
DEL_000671,ORD_000728,DRV_0040,3.61,33.3,49.2,49.5
DEL_000672,ORD_000729,DRV_0123,3.25,28.6,31.8,32.9
DEL_000673,ORD_000730,DRV_0246,13.25,16.3,88.3,74.5
DEL_000674,ORD_000732,DRV_0121,4.83,11.8,34.5,37.1
DEL_000675,ORD_000733,DRV_0168,9.58,30.8,81.1,80.4
DEL_000676,ORD_000734,DRV_0189,6.33,31.5,54.0,65.8
DEL_000677,ORD_000735,DRV_0194,2.4,24.4,41.2,35.7
DEL_000678,ORD_000737,DRV_0039,4.63,35.5,61.3,49.8
DEL_000679,ORD_000738,DRV_0152,8.61,25.1,38.8,54.1
DEL_000680,ORD_000739,DRV_0261,9.88,34.7,139.1,111.0
DEL_000681,ORD_000740,DRV_0074,2.5,23.8,36.6,38.4
DEL_000682,ORD_000741,DRV_0217,4.64,30.0,37.8,46.8
DEL_000683,ORD_000742,DRV_0207,3.73,18.9,28.2,30.5
DEL_000684,ORD_000743,DRV_0107,0.77,23.3,17.8,20.0
DEL_000685,ORD_000744,DRV_0054,4.25,21.2,30.0,32.7
DEL_000686,ORD_000745,DRV_0064,6.88,18.6,34.8,43.0
DEL_000687,ORD_000746,DRV_0269,1.87,27.7,38.8,44.1
DEL_000688,ORD_000747,DRV_0090,3.44,19.5,38.7,40.2
DEL_000689,ORD_000748,DRV_0167,6.82,26.5,73.0,73.4
DEL_000690,ORD_000749,DRV_0025,13.52,24.7,98.7,92.5
DEL_000691,ORD_000750,DRV_0033,8.99,19.0,76.5,67.9
DEL_000692,ORD_000751,DRV_0081,5.27,28.4,47.3,49.4
DEL_000693,ORD_000752,DRV_0010,7.4,26.5,53.5,59.0
DEL_000694,ORD_000753,DRV_0037,2.95,37.4,55.0,52.2
DEL_000695,ORD_000754,DRV_0129,5.13,21.3,39.1,41.9
DEL_000696,ORD_000755,DRV_0039,1.73,30.3,39.4,34.9
DEL_000697,ORD_000756,DRV_0258,5.28,21.1,54.0,51.9
DEL_000698,ORD_000757,DRV_0195,0.71,24.5,21.7,24.6
DEL_000699,ORD_000758,DRV_0296,4.05,26.9,45.7,47.1
DEL_000700,ORD_000759,DRV_0253,13.67,10.8,49.7,62.3
DEL_000701,ORD_000760,DRV_0068,7.91,19.1,55.6,53.8
DEL_000702,ORD_000761,DRV_0069,2.93,16.0,30.2,29.9
DEL_000703,ORD_000762,DRV_0293,2.33,28.2,28.5,34.6
DEL_000704,ORD_000764,DRV_0106,10.09,18.6,44.9,55.7
DEL_000705,ORD_000765,DRV_0051,1.51,23.7,28.0,30.6
DEL_000706,ORD_000766,DRV_0039,1.17,19.5,15.1,19.8
DEL_000707,ORD_000767,DRV_0249,5.76,29.9,51.4,53.7
DEL_000708,ORD_000768,DRV_0204,1.29,28.2,43.4,36.4
DEL_000709,ORD_000769,DRV_0011,10.13,21.2,67.5,65.3
DEL_000710,ORD_000770,DRV_0071,0.64,29.2,29.7,30.4
DEL_000711,ORD_000771,DRV_0293,9.05,11.8,53.3,51.7
DEL_000712,ORD_000772,DRV_0201,3.4,41.0,61.1,59.4
DEL_000713,ORD_000773,DRV_0150,3.61,23.0,43.5,40.1
DEL_000714,ORD_000774,DRV_0008,3.5,30.1,45.5,49.8
DEL_000715,ORD_000775,DRV_0160,4.25,13.7,26.9,22.5
DEL_000716,ORD_000776,DRV_0118,6.44,28.6,58.6,54.7
DEL_000717,ORD_000777,DRV_0020,15.64,10.5,77.2,82.8
DEL_000718,ORD_000778,DRV_0177,0.99,20.0,26.9,28.5
DEL_000719,ORD_000779,DRV_0014,8.92,19.1,51.8,59.2
DEL_000720,ORD_000780,DRV_0136,1.15,23.6,35.6,31.8
DEL_000721,ORD_000781,DRV_0075,12.44,26.5,79.6,105.7
DEL_000722,ORD_000782,DRV_0212,15.18,12.3,89.1,96.6
DEL_000723,ORD_000783,DRV_0003,8.42,22.5,62.1,54.8
DEL_000724,ORD_000784,DRV_0195,5.22,18.4,42.1,42.5
DEL_000725,ORD_000785,DRV_0035,5.29,25.1,60.5,56.0
DEL_000726,ORD_000786,DRV_0125,7.48,25.2,57.5,60.0
DEL_000727,ORD_000787,DRV_0239,12.11,26.1,83.9,79.2
DEL_000728,ORD_000788,DRV_0201,12.19,29.6,72.5,78.1
DEL_000729,ORD_000789,DRV_0200,3.01,20.7,24.3,32.0
DEL_000730,ORD_000790,DRV_0250,6.13,21.7,91.9,79.8
DEL_000731,ORD_000791,DRV_0113,2.9,22.2,37.4,39.9
DEL_000732,ORD_000792,DRV_0055,7.83,32.2,80.9,70.3
DEL_000733,ORD_000793,DRV_0187,3.85,14.8,54.9,52.7
DEL_000734,ORD_000794,DRV_0199,16.74,28.1,119.6,107.3
DEL_000735,ORD_000795,DRV_0037,9.17,22.5,40.9,47.3
DEL_000736,ORD_000796,DRV_0026,6.48,31.6,55.4,59.4
DEL_000737,ORD_000797,DRV_0286,5.02,24.1,51.9,50.4
DEL_000738,ORD_000798,DRV_0295,4.91,13.9,25.1,29.6
DEL_000739,ORD_000799,DRV_0181,6.27,21.4,39.2,43.9
DEL_000740,ORD_000800,DRV_0137,12.97,27.6,73.6,74.5
DEL_000741,ORD_000801,DRV_0274,1.84,17.6,23.3,24.9
DEL_000742,ORD_000803,DRV_0038,10.72,25.3,96.0,83.0
DEL_000743,ORD_000804,DRV_0078,5.24,23.5,47.9,46.0
DEL_000744,ORD_000805,DRV_0134,5.33,26.8,59.0,62.3
DEL_000745,ORD_000806,DRV_0096,11.27,12.0,70.9,72.2
DEL_000746,ORD_000807,DRV_0071,7.08,26.6,55.9,57.7
DEL_000747,ORD_000808,DRV_0171,7.34,16.6,50.7,45.0
DEL_000748,ORD_000809,DRV_0157,2.62,16.6,31.9,32.0
DEL_000749,ORD_000810,DRV_0208,2.62,15.5,28.9,28.8
DEL_000750,ORD_000811,DRV_0216,5.46,32.2,53.8,58.1
DEL_000751,ORD_000812,DRV_0126,2.5,25.5,30.8,40.5
